column_name,normalized_label,column_id
cena vc dph kc,price,444
evidencni cislo,id,445
pocet pater,none,446
podlazi cislo,floor,447
kod,id,448
terasa balkon predzahradka m2,exterior_area,449
cena s dph kc,price,450
dostupnost,availability,451
byt zn,id,452
rozloha,floor_area,453
name,id,454
balcony loggia terrace,exterior_area,455
price inc vat,price,456
kod,id,457
terasa,terrace_area,458
cena od,price,459
balkon terasa m2,balcony_area,460
vymera bytu v m2,floor_area,461
vymera predzahradky v m2,garden_area,462
vymera terasy v m2,terrace_area,463
vymera celkem v m2,total_area,464
plocha bytu m2,floor_area,465
lodzie balkon terasa zahradka m2,balcony_area,466
cena vc dph,price,467
nadstandardni provedeni,none,468
terasa balkon,terrace_area,469
stresni zahrada,terrace_area,470
gs,none,471
cena s dph 12 21,price,472
rok dokonceni,none,473
velikost bytu,layout,474
byt v m2,floor_area,475
zahradka v m2,garden_area,476
terasa v m2,terrace_area,477
cena s dph v kc,price,478
pdf,none,479
koupit online,none,480
blok,building,481
uzitna plocha bytu,floor_area2,482
terasy zahrady,exterior_area,483
terasy na strese,terrace_area,484
cena,price,485
domy,id,486
zakladni cena,price,487
detail,none,488
balkon terasa,none,489
kod bytu,id,490
cena s dph kc,price,491
atrium,none,492
cena za m2,none,493
cena sklepa,none,494
cena garazoveho stani,none,495
cena bytu bez prislusenstvi vc dph,price,496
cena prislusenstvi vc dph,none,497
cena kc,price,498
budova,building,499
balkon terasa m2,exterior_area,500
cena,price,501
dostupnost,availability,502
patro,floor,503
podl plocha2,floor_area,504
b t3,exterior_area,505
cena vc dph1,price,506
konecna cena,price,507
terasa bal,exterior_area,508
popis,layout,509
plocha mistnosti,floor_area,510
cenikova cena,price,511
akcni cena,price,512
cista plocha,floor_area,513
typ,category,514
plocha m2,floor_area,515
balkon terasa m2,exterior_area,516
standard,none,517
cena s dph kc,price,518
oblibene,none,519
cislo bytu,id,520
balkon,balcony_area,521
cena s dph,price,522
pudorys,none,523
c bytu,id,524
sekce,building,525
balkon terasa m2,exterior_area,526
parkovani zdarma,none,527
balkon lodzie,balcony_area,528
predzahrada,garden_area,529
prislusenstvi,none,530
byt,id,531
uzit plocha m2,floor_area2,532
balkon terasa m2,balcony_area,533
stav,availability,534
c jednotky,id,535
orientace,orientation,536
podlahova plocha,floor_area,537
celkova uzitna plocha,floor_area2,538
vymera parcely,none,539
terasa balkon,exterior_area,540
typ stani,none,541
mam zajem,none,542
balkon terasa,terrace_area,543
cena 12 dph,price,544
druh,category,545
vymera m2,floor_area,546
balkon m2,balcony_area,547
sklep m2,cellar_area,548
garaz,parking_place_number,549
pozemek m2,garden_area,550
cena zakladni kc,price,551
stav prodeje,availability,552
karta bytu,none,553
virtualni prohlidka,none,554
balkon terasa zahradka m2,balcony_area,555
stav inzerce,availability,556
odh najem,none,557
vynos,none,558
balkon terasa,exterior_area,559
cena,price,560
dostupnost,availability,561
velikost parcely,total_area,562
cena vc dph a is,price,563
parkng,parking_place_number,564
terasa lodzie,exterior_area,565
celkem,none,566
muj vyber,none,567
terasa balkon,exterior_area,568
1 np,none,569
2 np,none,570
rooms range,none,571
area,floor_area,572
flats count,none,573
available flats count,none,574
price range,none,575
bytova jednotka,id,576
terasa balkon m2,exterior_area,577
plocha m2 2,floor_area,578
b l t m2 3,balcony_area,579
zahrada stresni zahrada m2,garden_area,580
cena vc dph 1,price,581
cena s dph 12,price,582
interier,floor_area,583
terasa predzahradka,exterior_area,584
galerie pracovna,none,585
lodzie terasa predzahradka,balcony_area,586
premium smart,none,587
uzitna plocha m2 1,floor_area2,588
pozemek m2,total_area,589
cena vc dph,price,590
kompas,none,591
podl plocha1,floor_area,592
b t,exterior_area,593
rodinny dum,id,594
plocha predzahradky,garden_area,595
celkova cena,price,596
pudorysy,none,597
lodzie terasa predzahradka,exterior_area,598
lodzie terasa,exterior_area,599
predzahradka terasa balkon m2,exterior_area,600
c,id,601
pdf bytu,none,602
cena s dph v kc,price,603
building,building,604
title,id,605
rooms,layout,606
area size,floor_area,607
type,none,608
balcony area size,balcony_area,609
price,price,610
status,availability,611
vila,id,612
pozemek,total_area,613
sklep sklepni koje m2,cellar_area,614
balkon lodzie terasa predzahradka m2,balcony_area,615
plocha bytu m2,floor_area,616
prisl m2,exterior_area,617
np,floor,618
plan pdf,none,619
provedeni,none,620
kupni cena s dph,price,621
plocha bytu m2,floor_area,622
b l t m2,balcony_area,623
cena vc dph,price,624
b t z m2,balcony_area,625
stav,availability,626
uzitna podlahova plocha,floor_area,627
venkovni prostory,exterior_area,628
typ vlastnictvi,none,629
etapa projektu,none,630
cena bez dph,none,631
