column_name,normalized_label,column_id
Nadstandardní provedení,none,468
Terasa / Balkon,terrace_area,469
Střešní zahrada,terrace_area,470
GS,none,471
Cena s DPH 12 % / 21 %,price,472
Rok dokončení,none,473
Velikost bytu,layout,474
Byt v m2,floor_area,475
Zahrádka v m2,garden_area,476
Terasa v m2,terrace_area,477
Cena s DPH v Kč*,price,478
pdf,none,479
Koupit online,none,480
Blok,building,481
Užitná plocha bytu,floor_area2,482
Terasy / Zahrady (?),exterior_area,483
Terasy na střeše (?),terrace_area,484
Cena (?),price,485
Domy,id,486
Základní cena,price,487
DETAIL,none,488
Balkón / terasa,none,489
Kód bytu,id,490
Cena s DPH (Kč),price,491
Atrium,none,492
Cena za m2,none,493
Cena sklepa,none,494
Cena garážového stání,none,495
Cena bytu bez příslušenství vč. DPH,price,496
Cena příslušenství vč. DPH,none,497
Cena / Kč,price,498
budova,building,499
balkon/terasa (m2),exterior_area,500
cena *,price,501
dostupnost *,availability,502
patro,floor,503
podl. plocha2),floor_area,504
B/T3),exterior_area,505
cena vč. DPH1),price,506
Konečná cena,price,507
Terasa/Bal.,exterior_area,508
Popis,layout,509
Plocha místností,floor_area,510
Ceníková cena,price,511
Akční cena,price,512
Čistá plocha,floor_area,513
TYP,category,514
PLOCHA (m²),floor_area,515
BALKÓN/ TERASA (m²),exterior_area,516
STANDARD,none,517
CENA S DPH (Kč),price,518
OBLÍBENÉ,none,519
číslo bytu,id,520
BALKON,balcony_area,521
CENA S DPH,price,522
PŮDORYS,none,523
Č. bytu,id,524
Sekce,building,525
Balkón / Terasa [m²],exterior_area,526
Parkování zdarma,none,527
BALKON/LODŽIE,balcony_area,528
PŘEDZAHRADA,garden_area,529
PŘÍSLUŠENSTVÍ,none,530
Byt ***,id,531
Užit. plocha (m2),floor_area2,532
Balkon/Terasa (m2),balcony_area,533
Stav **,availability,534
Č. jednotky,id,535
orientace,orientation,536
podlahová Plocha,floor_area,537
CELKOVÁ UŽITNÁ PLOCHA,floor_area2,538
VÝMĚRA PARCELY,none,539
Terasa /Balkon,exterior_area,540
Typ stání,none,541
Mám Zájem,none,542
Balkón/terasa,terrace_area,543
Cena (12% DPH),price,544
druh,category,545
výměra (m²),floor_area,546
balkon (m²),balcony_area,547
sklep (m²),cellar_area,548
garáž,parking_place_number,549
pozemek (m²),garden_area,550
cena základní (Kč),price,551
stav prodeje,availability,552
karta bytu,none,553
virtuální prohlídka,none,554
Balkon/Terasa/ Zahrádka (m²),balcony_area,555
Stav inzerce,availability,556
Odh. nájem,none,557
Výnos,none,558
Balkón/Terasa,exterior_area,559
Cena*,price,560
Dostupnost**,availability,561
Velikost parcely,total_area,562
Cena vč. DPH a IS,price,563
PARKNG,parking_place_number,564
Terasa / Lodžie,exterior_area,565
Celkem,none,566
Můj výběr,none,567
Terasa/Balkon,exterior_area,568
1.NP,none,569
2.NP,none,570
Rooms Range,none,571
Area,floor_area,572
Flats Count,none,573
Available Flats Count,none,574
Price Range,none,575
bytová jednotka,id,576
"Terasa, balkon (m2)",exterior_area,577
Plocha (m2) 2),floor_area,578
B/L/T (m2) 3),balcony_area,579
Zahrada střešní zahrada (m2),garden_area,580
Cena vč. dph 1),price,581
Cena s DPH 12 %,price,582
Interiér,floor_area,583
Terasa Předzahrádka,exterior_area,584
Galerie Pracovna,none,585
Lodžie/terasa /předzáhradka,balcony_area,586
Premium / Smart,none,587
Užitná plocha (m2)1),floor_area2,588
pozemek (m2),total_area,589
cena (vč. DPH),price,590
kompas,none,591
Podl. plocha1),floor_area,592
B / T,exterior_area,593
Rodinný dům,id,594
Plocha předzahrádky,garden_area,595
Celková cena,price,596
Půdorysy,none,597
LODŽIE / TERASA / PŘEDZAHRÁDKA,exterior_area,598
LODŽIE/TERASA,exterior_area,599
"Předzahrádka, terasa, balkon (m2)",exterior_area,600
č.,id,601
PDF bytu,none,602
Cena s DPH v KČ*,price,603
building,building,604
title,id,605
rooms,layout,606
area size,floor_area,607
type,none,608
balcony area size,balcony_area,609
price,price,610
status,availability,611
VILA,id,612
POZEMEK,total_area,613
Sklep/​Sklepní kóje (m2),cellar_area,614
Balkon/​Lodžie/​Terasa/​Predzahrádka (m2),balcony_area,615
Plocha bytu m2*,floor_area,616
Přísl. m2,exterior_area,617
NP.,floor,618
Plán PDF,none,619
Provedení,none,620
Kupní cena s DPH,price,621
Plocha bytu (m2),floor_area,622
B/L/T (m2),balcony_area,623
cena vč. dph,price,624
B/T/Z (m²)*,balcony_area,625
Stav**,availability,626
Užitná / Podlahová plocha,floor_area,627
Venkovní prostory,exterior_area,628
Typ vlastnictví,none,629
Etapa projektu,none,630
Cena (bez DPH),none,631
