column_name,normalized_label,map_id
Plocha predzahradky,garden_area,595
Balkon / terasa [m²],exterior_area,377
Terasa/lodžie,exterior_area,280
parkovací_stání,parking_place_number,410
Č. jednotky (m2),id,535
Vizualizace domu [m²],none,441
Ceníková-cena,price,511
výběr k poptávce (m2),none,362
PARKOVACÍ MÍSTO (m2),parking_place_number,349
Zatravněná_terasa/_terasa_(m2),terrace_area,402
CENA S DPH (Kč) [m²],price,518
Číslo_bytu,id,10
loft no.,id,294
DOKUMENTACE,none,428
CENA OD,price,459
Celková plocha (m2):,total_area,340
Cena celkem vč. DPH (Kč),price,253
Zakladni cena,price,487
lodžie (m2),balcony_area,408
patro.,floor,503
Dostupnost m2,availability,19
Cena jednotky (kč) *,price,159
podlahová plocha brutto [m²],floor_area,57
Výměra celkem (v m2) (m2),total_area,464
Price:,price,304
Lodžie / terasa.,balcony_area,427
Č. KN.,none,234
Nadstandardní provedení,none,468
Terasa / Lodžie / Zahrada (m²) (m2),terrace_area,175
oblíbené,none,124
cena_(vč._DPH),price,590
Venkovni prostory,exterior_area,628
Cena / Kč [m²],price,498
Storage box (m2),none,278
Plocha bytu (m2):,floor_area,622
Plocha1:,floor_area,443
užitná / podlahová plocha,floor_area,627
VÝMĚRA,floor_area,46
ZAHRÁDKA,garden_area,388
1.NP.,none,569
Cena celkem vč. DPH.,price,45
Odh. nájem [m²],none,557
Balkon-/-Terasa-/-Předzahrádka,exterior_area,358
RODINNÝ DŮM,id,594
Floor area [m²],floor_area,298
Aktuální stav (m2),availability,263
PŘEDZAHRADA m2,garden_area,529
Plocha [m²] (m2),floor_area,327
Detail:,none,40
Velikost:,floor_area,424
cena rezervované garáže (kč) *,none,161
cena vč. DPH1),price,506
Plocha_bytu_(m2),floor_area,622
Balkon/​Lodžie/​Terasa/​Predzahrádka_(m²),balcony_area,272
CENA S DPH 12 %,price,582
Balcony/loggia/terrace,exterior_area,455
celková podlahová pl.*,floor_area,146
Balkon/Terasa m² (m2),balcony_area,460
transakce (m2),none,398
Parkovací-stání,none,15
Lodžie [m²],balcony_area,50
Celková cena.,price,596
Stav,availability,9
"Balkón, Lodžie, Terasa [m²]",exterior_area,164
LOFT NO. [m²],id,294
sklep/​sklepní kóje (m2),cellar_area,614
PODLAHOVA PLOCHA (m2),floor_area,312
Byt [m²],id,32
Parkování_zdarma,none,527
Výměra bytu,floor_area,150
do katalogu [m²],none,400
Patro (m2),floor,61
Lodzie/terasa /predzahradka,balcony_area,586
BALKÓN / PŘEDZAHRÁDKA / TERASA (M²),garden_area,168
Balkon/Terasa m2.,balcony_area,229
Stav-pouze-volné,availability,394
Stav_inzerce,availability,556
"CENA KOMPLET(BYT, LODŽIE/TERASA, SKLEP, GARÁŽOVÉ STÁNÍ) [m²]",price,318
Zahrada (m2) [m²],garden_area,182
č. bytu m2,id,413
Terasa 1. NP m2,terrace_area,367
Cena za byt s dph (bez příslušenství),price,191
přísl. m2,exterior_area,617
Dostupnost [m²],availability,19
Byt_číslo,id,225
Sklep/​Sklepní kóje (m2),cellar_area,614
Dostupnost**:,availability,561
Front-garden,garden_area,197
cena (vč. DPH),price,590
stav m2,availability,114
Flats Count:,none,573
Cena_celkem_vč._DPH,price,45
Cena od (kč),price,144
balkon/terasa (m2),exterior_area,500
B/L/T m2,exterior_area,371
Č. JEDNOTKY,id,219
Sklep (m2),cellar_area,183
Koupit online,none,480
terasa/zahrada,exterior_area,172
cena (m2),price,411
CENA-S-DPH-(Kč),price,518
Storage_box,none,278
Typ vlastnictví,none,629
Galerie Pracovna [m²],none,585
konečná cena za byt vč. DPH:,price,113
"Podlahova plocha, m²",floor_area,131
PŘEDZAH. (M²) (m2),garden_area,240
Plocha celkem (m2),floor_area,202
Počet pokojů:,layout,322
Příslušenství m2,none,62
balkon/terasa m2,balcony_area,229
terasa/ lodžie,terrace_area,30
parkovací stání,none,15
Front garden.,garden_area,197
terasa/balkon (m2),terrace_area,338
Cena s DPH 12 %:,price,582
Lodžie / terasa (m²) (m2),balcony_area,158
Typ domu [m²],none,419
Parkování zdarma [m²],none,527
Terasa/Lodžie m2,exterior_area,280
* Cena 12% DPH,price,333
BALKÓN m2,balcony_area,354
"Balkón, Terasa, m²",exterior_area,246
balkon/terasa-(m2),exterior_area,500
Celková_cena_(vč._DPH),price,268
B/L/T-m2,exterior_area,371
Front_garden,garden_area,197
karta domu,none,128
cena-bez-DPH,none,112
b/t/l (m2),exterior_area,293
"Price-of-amenities,-inc.-VAT",price,200
Orientace [m²],orientation,14
Balkon m²:,balcony_area,35
Terasa / Lodžie [m²],exterior_area,565
bytová jednotka,id,149
Unit No. m2,id,134
B/T/L:,exterior_area,129
Cena bytu bez příslušenství vč. dph,price,496
B/T/Z (m2),exterior_area,63
Zahrada m² [m²],garden_area,36
"podlahová plocha, m²",floor_area,131
Počet pokojů (m2),layout,322
podlahová plocha.,floor_area,405
CENA ZA PŘÍSLUŠENSTVÍ S DPH,price,192
VILA.,id,612
sklepní kóje (ks),none,252
Lodžie/Balkon-Terasa/Zahrádka-(m²),balcony_area,466
Cena s DPH v KČ* m2,price,603
plocha-celkem-m2,total_area,372
Příslušenství v ceně (m2),none,326
building [m²],building,604
Cena za byt s DPH (bez příslušenství) m2,price,191
pozemek (m²):,garden_area,550
lodžie / terasa / předzahrádka,exterior_area,598
Podlahová plocha brutto [m²] m2,floor_area,57
celková plocha vč. příslušenství (m2),total_area,325
cena celkem:,price,399
TERASA/LODŽIE,exterior_area,280
BALKON / TERASA,balcony_area,27
FINAL PC [Kč].,price,328
B/T3),exterior_area,505
terasa/balkon předzahrádka (m2):,exterior_area,449
Byt č. [m²],id,254
Premium / smart,none,587
B/L/T (m2) m2,balcony_area,623
Cena_vč._dph_1),price,581
Balkon/terasa [m2],exterior_area,179
Terasa / balkon (m²) m2,exterior_area,249
JEDNOTKY,id,423
Cena byt vč. DPH (m2),price,376
PODLAZI,floor,236
Parking m2,none,335
Sekce (m2),building,525
BUDOVA (m2),building,235
Terasa_Předzahrádka,exterior_area,584
kód:,id,448
užit. plocha (m2),floor_area2,532
Sklepní kóje m2,cellar_area,211
PLOCHA (M2),floor_area,119
Byt_m2,floor_area,178
Umístění.,none,208
virtualni prohlidka,none,554
Terasa/lodžie (m2):,balcony_area,181
Užitná plocha (m2) [m²],floor_area2,23
Balkon_/_Terasa_/_Předzahrádka,exterior_area,358
celková plocha**,total_area,212
PODLAH. PLOCHA,floor_area,330
Stav jednání (m2),availability,28
"Price-excluding-amenities,-inc.-VAT",none,199
speciální vybavení,none,64
BALKÓN/_TERASA_(m²),exterior_area,516
předzahrádka [m²],garden_area,409
UŽITNÁ PLOCHA V M2,floor_area2,265
Plocha-(m2)-2),floor_area,578
TERASA / ZAHRADA m² (m2),exterior_area,348
Investicni potencial,none,162
m² balkonu (m2),balcony_area,109
Výměra bytu:,floor_area,150
Sklep-/-Komora-(m2),cellar_area,49
cena vč. DPH,price,432
min. vklad,none,130
BUDOVA:,building,235
NP (m2),floor,12
Dostupnost** (m2),availability,561
Cena bytu vč. DPH.,price,165
Cena bytu bez prislusenstvi vc. DPH,price,496
basement storage,cellar_area,301
Celková plocha (užitná):,floor_area2,383
NP.,floor,12
Cena celkem vč. 12% DPH (m2),price,393
Plocha_m²,floor_area,4
Price inc. vat,price,456
AKČNÍ CENA,price,512
Pozemek (m²),garden_area,550
Terasa/lodžie-(m2),balcony_area,181
Balkon / Terasa.,balcony_area,27
Celková cena,price,596
BALKON / TERASA:,exterior_area,275
Plocha (m2) [m²],floor_area,292
strop (m),none,370
Typ jednotky [m²],category,270
B/L/T (m2).,balcony_area,623
celková plocha:,none,111
Cena (?) [m²],price,485
KARTA-BYTU,none,319
podl._plocha2),floor_area,504
CAR LIFT,none,295
č. bytu [m²],id,413
LODŽIE,balcony_area,50
Balkón / Předzahrádka / Terasa (m²) (m2),garden_area,168
pl. podl.,floor_area,289
Cena vč. DPH*:,price,171
Podlahová plocha (m2):,floor_area,22
budova:,building,499
Front garden,garden_area,197
kód bytu,id,490
"Terasa, balkon (m2) (m2)",exterior_area,577
"Terasa,_balkon_(m2)",exterior_area,577
cena vč. DPH.,price,432
Velikost pozemku (m2),total_area,320
Balkon/​Lodzie/​Terasa/​Predzahradka (m²),balcony_area,272
Balkon/Terasa [m²],balcony_area,363
GPS m2,none,442
PARKOVACÍ-MÍSTO,parking_place_number,349
B/L/T M2,exterior_area,371
parkovací stání.,parking_place_number,410
"Balkón, Lodžie, Terasa",exterior_area,164
Konečná cena.,price,507
velikost zahrady v m2,garden_area,267
pozemek (m2) [m²],total_area,589
cena (vc. DPH),price,590
Vymera bytu (v m2),floor_area,461
STAV INZERCE,availability,556
ETAPA,none,390
Dům m2:,floor_area,418
Výměra terasy (v m2):,terrace_area,463
Info.,none,269
Cena / Kc,price,498
stav:,availability,114
Užitná plocha * [m²],floor_area2,217
Cena za příslušenství s dph,price,192
Cena s DPH (Kc),price,491
BYT,id,32
Detail m2,none,40
Podl. plocha1),floor_area,592
Plocha_m2,floor_area,323
Užitná-plocha*,floor_area2,147
"Balcony,-terrace,-m²",exterior_area,139
B/T/L.,exterior_area,129
Kolaudace:,none,145
Cena Kč/m2 (bez DPH).,none,66
Uzitna plocha m2,floor_area2,18
Detail bytu m2,none,7
TERASA V M2,terrace_area,477
Balkon / Terasa,balcony_area,27
Price (CZK) (m2),price,141
Status:,availability,39
Užitná plocha v m2.,floor_area2,265
Obytná-plocha,floor_area2,426
do katalogu.,none,400
celková plocha.,none,111
Užitná plocha (m2)1) (m2),floor_area2,588
B/L/T (m²) 1),terrace_area,331
Cena s dph (kč),price,450
užitná plocha m2.,floor_area2,220
Front garden [m²],garden_area,197
cena vč. DPH [m²],price,432
Speciální vybavení [m²],none,64
TERASA m2,terrace_area,458
Flats count,none,573
Available flats count,none,574
"Predzahradka, terasa, balkon (m2)",exterior_area,600
m² bytu,floor_area,106
Ozeleněná terasa.,terrace_area,154
Byt číslo.,id,225
Užitná-plocha-(m²),floor_area2,248
BALKON / TERASA m2,exterior_area,275
PODLAŽÍ.,floor,236
Podlahova plocha m2,floor_area,17
TERASA / LODZIE (m2),exterior_area,313
Floor space m2,floor_area,195
Premium / Smart [m²],none,587
Lodžie/Balkon Terasa/Zahrádka (m²) (m2),balcony_area,466
Predzahradka,garden_area,48
balkón 2,balcony_area,392
Lodžie/terasa-/předzáhradka,balcony_area,586
Usazení na pozemku.,none,440
cena_s_DPH,price,121
Velikost.,floor_area,424
Loggia / balcony.,balcony_area,299
ZAHRÁDKA V M2,garden_area,476
Výměr (m2),floor_area,203
TERASA/ BALKON/ LODŽIE/ ZAHRÁDKA,exterior_area,188
Patro,floor,61
Pl. zahrady,garden_area,290
m² balkonu:,balcony_area,109
PDF (m2),none,123
Plocha bytu m2* m2,floor_area,616
Cena Kc/m2 (bez DPH),none,66
rooms:,layout,606
Parkovací místo [m²],none,204
Terasa 1. NP:,terrace_area,367
Stav inzerce (m2),availability,556
Balkon,balcony_area,44
Termín k nastěhování.,none,52
Celková_cena,price,596
Stav inzerce:,availability,556
kupní cena s dph,price,621
stav **,availability,534
Cena vč. DPH (m2),price,51
Nazev,id,214
Byt. zn. [m²],id,452
Byt-č.,id,254
cena jednotky vč. dph,price,387
Prodejní cena [m²],price,213
Garážové stání (ks).,none,251
balkón / terasa.,balcony_area,417
Vymera,floor_area,46
Balkón/Terasa.,exterior_area,559
Cena bytu vč. příslušenství (Kč s DPH)* [m²],price,262
Balkon/Terasa m2 (m2),balcony_area,229
Plocha m2.,floor_area,323
B/L/T (M²):,balcony_area,239
Umisteni,none,208
Velikost_pozemku,total_area,320
Stav jednani,availability,28
Stav** m2,availability,626
balkón / terasa:,balcony_area,417
cena-s-DPH-(Kč),price,450
Price_inc._VAT,price,456
Užitná_plocha,floor_area2,25
Sekce.,building,525
plocha_celkem_m2,total_area,372
Plocha teras (m2),terrace_area,210
PODLAHOVÁ PLOCHA (m2) (m2),floor_area,312
Speciální vybavení (m2),none,64
Unit no.,id,134
Cena Kč/m2 (bez DPH):,none,66
Garážové stání (ks) [m²],none,251
Kód_bytu,id,490
Cena vc DPH,price,380
Byt.,id,32
terasa/balkon předzahrádka (m2) [m²],exterior_area,449
Evidencni cislo,id,445
CENA S DPH (Kč).,price,518
Terasa-/-Balkon,terrace_area,469
Exteriér.,exterior_area,190
Cena_(Kč),price,59
Výměra bytu.,floor_area,150
Plocha (m²) m2,floor_area,167
Lodžie/terasa /předzáhradka m2,balcony_area,586
B/t/z (m²)*,balcony_area,625
Balkon-/-terasa,exterior_area,377
Dokonceni,none,65
Price-(CZK),price,141
Užitná plocha (m²).,floor_area2,248
plocha předzahrádky m2,garden_area,230
"Balkon, terasa, m²",terrace_area,132
m² zimní zahrady [m²],garden_area,108
cena_Kč_(*),price,223
číslo jednotky:,id,283
Akce [m²],none,103
Dům číslo m2,id,436
POPTAT-BYT,none,351
OBJEKT,building,54
parkování.,parking_place_number,416
podlahova Plocha,floor_area,537
Lodžie/Balkon Terasa/Zahrádka (m²).,balcony_area,466
B/L/T (m²) 1).,terrace_area,331
Cena* (m2),price,560
Zahrada_s_terasou,garden_area,364
NP [m²],floor,12
CELKOVÁ UŽITNÁ PLOCHA (m2),floor_area2,538
zahrada,garden_area,126
transakce,none,398
SKLEPNÍ KÓJE (KS),none,252
plocha_(m2),floor_area,119
Premium / Smart.,none,587
Domy:,id,486
b/t3),exterior_area,505
Floor space (m2),floor_area,195
Celková_podlahová_pl.*,floor_area,146
PRICE INC. VAT,price,456
Celková plocha bytu (m²) [m²],floor_area,174
Stav **,availability,534
Cena celkem vč. DPH [m²],price,45
PLOCHA CELKEM,floor_area,202
cena bytu bez příslušenství vč. dph,price,496
PUDORYS,none,523
Cena vč. DPH.,price,51
Projekt.,none,281
C.j.,id,20
garáž:,parking_place_number,549
UŽIT. PLOCHA (M2),floor_area2,532
Typ vlastnictví:,none,629
PDF bytu.,none,602
Ozeleněná terasa (m2),terrace_area,154
PARKOVANI,none,344
"Podlahová plocha, m².",floor_area,131
Cena-s-DPH-12-%-/-21-%,price,472
Karta bytu.,none,53
m² terasy [m²],terrace_area,110
Loggia-/-balcony,balcony_area,299
Blok,building,116
podl. plocha,floor_area,414
completion,none,198
Cena vč. DPH [m²],price,51
Typ domu (m2),none,419
B/L/T m2 (m2),exterior_area,371
virtuální prohlídka m2,none,554
Plocha svislých konstrukcí,none,384
Cena-vč.-DPH,price,51
Plocha1 (m2),floor_area,443
Podlahová plocha* m2 [m²],floor_area,228
VÝMĚR,floor_area,203
Cena rezervované garáže (kč) *,none,161
Cista plocha,floor_area,513
NEMOVITOST,id,395
Terasa/ Lodžie,terrace_area,30
Výnos,none,558
Zahrada_m²,garden_area,36
Zahrádka v m2,garden_area,476
cena bez dph,none,112
Plocha_pozemku,total_area,148
Balkón / terasa,exterior_area,286
Užitná plocha v m2 m2,floor_area2,265
Cena příslušenství vč. DPH (m2),none,497
PŮDORYSY,none,597
Termín k nastěhování [m²],none,52
TERASA / LODŽIE (m2) (m2),exterior_area,313
Půdorys_(PDF),none,31
Sekce m2,building,525
POPTAT_BYT,none,351
Cena vč. dph 1) (m2),price,581
Stav_jednání,availability,28
Cena jednotky vč. dph,price,387
Cena garážového stání.,none,495
Cena rezervovaného sklepa (Kč) *.,none,160
PŮDORYS BYTU (m2),none,350
Počet pokojů [m²],layout,322
Stav inzerce,availability,556
Zahrada střešní zahrada (m2) (m2),garden_area,580
Typ stání m2,none,541
Číslo /Kód jednotky [m²],id,379
Aktualne,availability,259
Availability m2,availability,303
Cena bytu vč. DPH [m²],price,165
Cena jednotky vč. DPH.,price,387
výměra pozemku,total_area,439
Balkón 2 (m2),balcony_area,392
Balkon/Terasa/Lodžie/ Zahrada (předzahrádka) m2,balcony_area,186
VÝBĚR K POPTÁVCE,none,362
Balkón/Terasa (m2),exterior_area,559
FINAL PC [Kc],price,328
transakce.,none,398
Byt číslo (m2),id,225
plocha celkem,floor_area,202
Cena s DPH (Kč):,price,491
cena bytu vč. dph,price,165
Terasa / Balkon m2,terrace_area,469
terasa:,terrace_area,406
poptat byt,none,351
Completion [m²],none,198
stav (m2),availability,114
Atrium (m2),none,492
Info:,none,269
PROVEDENÍ,none,620
dostupnost:,availability,451
užitná plocha,floor_area2,25
PARKOVACI MISTO,parking_place_number,349
Cena* m2,price,560
užitná_plocha,floor_area2,430
CELKOVÁ PLOCHA (M²),none,216
m² pozemku:,garden_area,107
Podlaží [m²],floor,2
STANDARD:,none,517
CENA VČ. DPH1),price,506
Lodžie/Terasa:,exterior_area,207
Předzahrádka (m2),garden_area,48
VELIKOST BYTU m²,floor_area,347
Plocha m² (m2),floor_area,4
Terasa/_Balkon/_Lodžie/_Zahrádka,exterior_area,188
VELIKOST POZEMKU,total_area,320
PLOCHA RD,floor_area,438
Plocha bytu v m² (m2),floor_area,256
sklep (m2),cellar_area,183
Balkon/​Lodžie/​Terasa/​Predzahrádka (m²) (m2),balcony_area,272
Stav ** m2,availability,534
Balkon/​lodžie/​terasa/​predzahrádka (m²),balcony_area,272
Projekt m2,none,281
TYP:,category,514
FLATS COUNT,none,573
Přísl. m2.,exterior_area,617
Cena bez DPH:,none,324
area size [m²],floor_area,607
Aktuální stav m2,availability,263
Balkón-2,balcony_area,392
Kupní cena s DPH.,price,621
Číslo bytu m2,id,10
Půdorysy [m²],none,597
Konečná cena m2,price,507
PLOCHA-(m²),floor_area,515
Podl. plocha (m2),floor_area,414
podlaží (m2),floor,117
Celkem:,none,566
cena_vč._DPH1),price,506
Velikost_bytu,layout,474
Podlahova_plocha,floor_area,17
Terasa_/_Lodžie,exterior_area,565
Celková cena m2,price,596
Balkón 2,balcony_area,392
BALKON/LODŽIE.,balcony_area,528
Jednotka č. (m2),id,382
Sklep-(m2),cellar_area,183
Strop (m) [m²],none,370
Cena bytu s DPH,price,360
Termín-k-nastěhování,none,52
Celková plocha,none,111
Byt číslo:,id,225
Plocha (m2) 2),floor_area,578
Car_lift,none,295
NASTĚHOVÁNÍ,none,224
PLOCHA PŘEDZAHRÁDKY,garden_area,595
Ozeleněná terasa,terrace_area,154
UŽITNÁ / PODLAHOVÁ PLOCHA,floor_area,627
Cena příslušenství vč. DPH m2,none,497
Cena od (Kc),price,144
ATRIUM,none,492
Kupní cena s DPH,price,621
příslušenství (m2),none,120
terasa/balkon předzahrádka (m2),exterior_area,449
Popis m2,layout,509
DOSTUPNOST**,availability,561
Celková plocha (m²).,none,216
Plocha:,floor_area,11
Cena vč. DPH (Kč)* [m²],price,444
Flats Count (m2),none,573
Plocha-m2,floor_area,323
Cena s DPH 12 % [m²],price,582
dům číslo,id,436
Prodejní cena.,price,213
byt (m2),id,429
bytová jednotka (m2),id,576
Area size,floor_area,607
Stav** (m2),availability,626
umístění,none,208
Cena_za_příslušenství_s_DPH,price,192
typ,category,13
BALKON/ TERASA (m²),exterior_area,516
Soubor,none,291
podlahová-Plocha,floor_area,537
Zahrada (m²) m2,garden_area,250
Cena Kč:,price,285
Available_Flats_Count,none,574
Číslo_j.,id,206
Celková podlahová pl.*:,floor_area,146
Cena_příslušenství_vč._DPH,none,497
availability,availability,303
Stav pouze volné m2,availability,394
CENA V KČ (VČ. DPH),price,184
title.,id,605
B / T [m²],exterior_area,593
Celková plocha * (m2),total_area,391
KOUPIT ONLINE,none,480
Terasa/lodžie (m2) [m²],balcony_area,181
Podlahová plocha vč. garáže m2,floor_area,366
sklepní kóje (m²),cellar_area,215
č. bytu,id,413
Bytova jednotka,id,149
GPS.,none,442
Typ stani,none,541
Plocha m² * [m²],floor_area,34
cena bez DPH (m2),none,112
Kupní cena s DPH [m²],price,621
projekt:,none,396
typ nabídky,category,353
Cena od (Kč) m2,price,144
Základní cena (m2),price,487
Total area,total_area,297
1.NP (m2),none,569
plocha1,floor_area,443
Infolist,none,279
Bytová jednotka.,id,149
Celková plocha bytu (m²) m2,floor_area,174
Budova:,building,26
Stav pouze volné,availability,394
B/T/L (m2):,exterior_area,293
Označení_bytu,id,173
Plan PDF,none,619
Užit._plocha_(m2),floor_area2,532
detail-bytu,none,166
Cena v Kč (vč. DPH).,price,184
BALKON/TERASA (M2),exterior_area,500
Výměr [m²],floor_area,203
"Výměra pozemku, m² [m²]",total_area,142
sklep m²,cellar_area,5
Prodejní cena:,price,213
cena bez DPH:,none,112
Available Flats Count [m²],none,574
Balkon / terasa (m2),balcony_area,47
Výměr:,floor_area,203
Základní_cena,price,487
virtuální-prohlídka,none,554
Cena za bytovou jednotku s DPH.,price,378
cena s DPH,price,121
Terasa-v-m2,terrace_area,477
Č. bytu m2,id,524
Cena-bez-DPH,none,324
PODLAHOVA PLOCHA,floor_area,17
příslušenství,none,62
podl. plocha1),floor_area,592
Balkon / terasa (m2):,balcony_area,47
LODŽIE/TERASA:,exterior_area,599
Podlaží (m2),floor,2
Plocha (m2),floor_area,11
LODŽIE / TERASA / PŘEDZAHRÁDKA,exterior_area,598
Pozemek-(m2),total_area,21
Termín nastěhování [m²],none,189
Dům (m2),id,102
VÝMĚRA PARCELY.,none,539
Zastavěná plocha v m2,none,266
plocha pozemku,total_area,148
"Balkón, Lodžie, Terasa (m2)",exterior_area,164
ROOFTOP TERRACE,terrace_area,300
Dům-číslo,id,436
Číslo domu,id,264
Označení bytu m2,id,173
Terasa Předzahrádka [m²],exterior_area,584
Sekce,building,525
Podlah. plocha,floor_area,330
Cena za byt s DPH (bez příslušenství).,price,191
Cena bytu vč. sklepa (m2),price,310
Cena vč. DPH** m2,price,231
akce,none,103
Výměra,floor_area,46
cena *,price,501
Cena jednotky (Kč) *:,price,159
Celková_plocha**,total_area,212
Cena rezervovaného sklepa (Kč) * m2,none,160
balkón/ terasa (m²),exterior_area,516
np.,floor,618
"Předzahrádka, m²:",garden_area,133
building,building,194
Označení m2,id,29
Detail bytu,none,7
Sklep/​Sklepní kóje (m2).,cellar_area,614
Balkón m2,balcony_area,334
Cena bytu bez příslušenství vč. DPH.,price,496
Balkón/Terasa m2,exterior_area,559
dům:,id,433
Sklepní-kóje-(ks),none,252
Garážové-stání,parking_place_number,389
Vymera predzahradky (v m2),garden_area,462
Floor space [m²],floor_area,195
Kód (m2),id,336
Disp. [m²],layout,329
